video_id,comment_id,sentiment_category,user_scenario,user_question,user_suggestion,positive_cluster_theme,negative_cluster_theme,scenario_cluster_theme,question_cluster_theme,suggestion_cluster_theme
vTdqmte,cbA3G62Al,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cbBCuWhI8,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,cbO4F-32T,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vb-WyHa,cbSfD84iR,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,  does support it for ? be or would languages,
vhTHDT-,cbWzAUy07,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🥰   good 😅 ❤ welcome back hi ’ he,,,
vpOtjW1,cbYN8IYl9,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vKlzOiZ,cbZf16r9p,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vmCnKGQ,cbcYBZqwL,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vpOtjW1,cbeb8o_P6,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cbfnFhEUp,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cbjjsFzRs,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cbqNxvIKT,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cbtpzxuRO,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cc0qHfZJy,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
ve33QLn,cc3unx5AB,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vUt-uCX,cc9b8C8IY,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vQjtjf2,ccGD4pNjN,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
vhTHDT-,ccGl6YuML,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vJUEX3u,ccHspjBiB,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
viVgLsZ,ccJjvyiUH,3,0,1,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,  ? 😂 ! is what s oole chair &#,
vQjtjf2,ccLaIkHDb,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
vpOtjW1,ccS5NpYK6,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,ccX4Ynrep,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,ccaDLJqvV,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v8TdcdK,ccaeh3Gev,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vTdqmte,ccezlc25h,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cclu4WnEg,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,🤣   😂 😅 💯 👏 deutsch bro the 1,,,
vB3iY9I,cco9kUmNy,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vKlzOiZ,ccoZx7XR1,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vbesCCb,ccqwCNTCc,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ü ä das der ich kann auch man ,",
vmCnKGQ,ccscvOLny,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vKlzOiZ,cctRfQicf,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vmCnKGQ,ccuRnMHzG,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,ccy7iO9Zp,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cd0BaUyF2,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cd8UOEsk0,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vpOtjW1,cdC5DkOfs,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vB3iY9I,cdCXJzs97,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vTdqmte,cdDu5VDFV,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,"  . the , i it ? a for to",,,
vQjtjf2,cdI13sd98,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vbesCCb,cdI_hgKJt,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vmCnKGQ,cdJsdTmyG,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,cdNk2vi-e,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
v8TdcdK,cdOGtvg9y,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,cdQvuGdIh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v3T6mPl,cdV2GHKWh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,cdVaKH7xS,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vB3iY9I,cdcG2lLOP,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vbesCCb,cdgI6E4oW,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v3T6mPl,cdiFT0fS5,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vUt-uCX,cdiGBJmbr,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vhTHDT-,cdjzZBu-g,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vb-WyHa,cdm0YWGYa,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  does support it for ? be or would languages,
vhTHDT-,cdmPx_GNn,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v8TdcdK,cdqZlqejv,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v1hWN0s,cdqZyuhy7,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v3T6mPl,cdzLOjYyY,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🥰   good 😅 ❤ welcome back hi ’ he,,,
v8TdcdK,ce2g4Y9Bm,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vB3iY9I,ce2zYSZhh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vWN5LPe,ce3lxItec,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,ce4iRRT__,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vB3iY9I,ce6NaaA1X,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,ce6TMOLED,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,"  . the , i it ? a for to",,,
vpOtjW1,ceC6wy2TQ,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,ceE2vtZ4e,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,  ? 😂 ! is what s oole chair &#,
v8TdcdK,ceHkt4mR1,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vB3iY9I,ceHzrP9Qh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vKlzOiZ,ceIOOMhVa,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,ceVLxCGCh,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vhTHDT-,ceVqGsi3x,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vJUEX3u,ceYIYlNi-,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v3T6mPl,ceaXyW47N,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,cecbFHgSm,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v8TdcdK,cenxUQ-ux,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vb-WyHa,ceq3Yqi0I,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  does support it for ? be or would languages,
vhTHDT-,cerERScW-,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,ces4-9G3I,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vB3iY9I,cesGRqaXE,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vhTHDT-,cesx60m0E,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vTdqmte,cetVAhHOK,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cezCCL4u3,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vQjtjf2,cf1JHDZ8w,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cf4lTxfTN,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v8TdcdK,cf6y_m9Yi,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,cfBNJpQhk,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v1hWN0s,cfEETyYvB,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
v8TdcdK,cfQ0qOC4I,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v8TdcdK,cfTyp-aly,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vB3iY9I,cfV_IO9xR,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vmCnKGQ,cfYjq97jW,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vB3iY9I,cfbjXiS44,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cfdILhzbu,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vJUEX3u,cfeRpXqz5,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cfgbit5pl,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vB3iY9I,cfk7XsQkg,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,cfkPUq4y3,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vr9Mebt,cfnbNcIWy,3,0,0,0,"  / > < = "" br : a href",い の 。 😁 で な し す ， が,,,
ve33QLn,cfoTDeom5,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vhTHDT-,cfsGDCmBs,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🤣   😂 😅 💯 👏 deutsch bro the 1,,,
v8TdcdK,cfssLhKwM,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,😂   carrie nice ❤ ! is nick ? you,,,
vhTHDT-,cftNj2o3o,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vUt-uCX,cfxfwHS83,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🤣   😂 😅 💯 👏 deutsch bro the 1,,,
v4g6avX,cfyQ3AE9f,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vUt-uCX,cfyp9Vk8S,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cg-SrX0xa,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cg104_re-,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cg3VzCsLd,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v8TdcdK,cg4ssdN81,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vKlzOiZ,cg6YxXYk7,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vmCnKGQ,cg6vu6xpY,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vB3iY9I,cgENSS7Iz,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,cgJuygLbe,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vJUEX3u,cgMGzmlwT,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vpOtjW1,cgMaJvCrh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,cgOXpaC1o,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,cgQWbDJYM,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cgRad5wOT,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cgRghFb40,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cgSQx3Eop,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vhTHDT-,cgX9Wn9Qq,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
viVgLsZ,cgYigCvdh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cg_ronq1N,3,0,0,0,"  / > < = "" br : a href",い の 。 😁 で な し す ， が,,,
vhTHDT-,cgds818VY,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v1hWN0s,cgfHwB9LQ,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vpOtjW1,cghCVgKA9,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,cghnCTB6g,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
v1hWN0s,cgishqoiT,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vUt-uCX,cgo-E07uQ,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,cgoClBj9z,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,cgot4zla9,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,cgov7X2Sc,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
v8TdcdK,cgs84JT90,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
v8TdcdK,cgshH3qIo,3,0,0,0,"  / > < = "" br : a href",  ? ! is 🎉 so this good video .,,,
vB3iY9I,ch1KFy2Ge,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,ch2yvqneh,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v3T6mPl,ch39F_6HT,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
vB3iY9I,ch3qWYoIE,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,chALrWLJC,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v4g6avX,chFEy9fFk,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,chGt6RvqC,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vb-WyHa,chIz88PvQ,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  does support it for ? be or would languages,
v8TdcdK,chMMOw569,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vB3iY9I,chPfrEelk,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,chQOpWqEw,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,chSEszCxu,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v3T6mPl,chU8R4g0a,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vb-WyHa,chV5rjrGR,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vbesCCb,chXv5Sb6F,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,chaARjEmr,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vpOtjW1,chbWCdjLz,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,chclTpfJb,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,chi2WcH7x,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,chl-FWP4L,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v1hWN0s,chl1TifLX,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vB3iY9I,chqNVwgck,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,chqVQnt-7,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vB3iY9I,chtlrk75V,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vbesCCb,chusnPLwL,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,chzDnCB-V,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,chzw9k_9P,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vhTHDT-,ci0_dUI_Y,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,ci0jwgB_m,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v1hWN0s,ci212oeE5,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
v8TdcdK,ci5F9xWZF,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vQjtjf2,ci5HC2pwC,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,ci5pTm363,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,ci69s6WUD,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vr9Mebt,ciGIzJW_c,3,0,1,0,"  / > < = "" br : a href",  ? ! is 🎉 so this good video .,,"/   = "" > < : a href .",
vKlzOiZ,ciI4nWfaT,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vB3iY9I,ciJbp1Vg_,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,ciLrmw4jX,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vb-WyHa,ciRN7Ah-G,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,い の 。 😁 で な し す ， が,,,
vTdqmte,ciRaGOBRu,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vJUEX3u,cibXm4bGT,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🥰   good 😅 ❤ welcome back hi ’ he,,,
v8TdcdK,cim5V5bOd,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vhTHDT-,cipzH71Yf,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vWN5LPe,citTXwd7o,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,ciwydNtya,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,cix30FEAA,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vKlzOiZ,cj-XZw1Cm,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,cj6andagU,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,🤣   😂 😅 💯 👏 deutsch bro the 1,,,
v8TdcdK,cj7tzeYaw,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,cj8W_T3W6,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vB3iY9I,cjB53BE3A,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vhTHDT-,cjFXoJffD,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
ve33QLn,cjG-_tJuD,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cjKbOJRa0,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vB3iY9I,cjNLbXYIQ,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v4g6avX,cjQC1P9x0,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vbesCCb,cjV6aVaaG,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cjbWqlhym,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vKlzOiZ,cjg5yb4qK,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,cjiVg2KCX,3,0,0,0,😂 🥰 ❤ ， 😁 😳 的 🤣 👍  ,😂   carrie nice ❤ ! is nick ? you,,,
vpOtjW1,cjii2hh8W,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
vUt-uCX,cjizUCzur,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,cjmcMBRzL,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vhTHDT-,cjrei6dQX,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vQjtjf2,cjs5tLurv,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v1hWN0s,cjtQ8FFek,3,0,1,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,  ? 😂 ! is what s oole chair &#,
vr9Mebt,cjtixU5jM,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,cjwNgbxNM,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,cjwVE_z4I,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,❤   ️ 🎉 👍 welcome 😂 back birthday happy,,,
vKlzOiZ,ck5DYhJoW,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,ck5Uqj1MT,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v3T6mPl,ck6mjARHw,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
vKlzOiZ,ck9rvmV5L,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v4g6avX,ckD8rZ9ZT,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
vB3iY9I,ckDtkPj6L,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v1hWN0s,ckGbwcnLl,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v8TdcdK,ckHLBtBTR,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v1hWN0s,ckH_ALVsx,3,0,0,0,  ? ! is 🎉 😂 ❤ so good this,  ? ! is 🎉 so this good video .,,,
v4g6avX,ckImhq_yS,3,0,1,0,"  . the , i it ? a for to","  . the , i it ? a for to",,"  ? the it i to . a is ,",
v8TdcdK,ckKj5PYCC,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,ckMUciDiC,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
v8TdcdK,ckNjRQAx_,3,0,0,0,"  . the , i it ? a for to","  . the , i it ? a for to",,,
